5,60291373164312
5,46815770625769
7,91292149778806
7,99974192077886
7,99974873459947
7,99973702486231
7,99970986718962
7,99976940927576
7,99971788877691

5,58168054724909
5,46791373014726
7,91386739999479
7,99972614940423
7,99971725719375
7,99972256373039
7,99972448181358
7,99967873598282
7,99973918615439

5,60288532571998
5,68351242495477
7,92286783252427
7,99970348148538
7,99972538532461
7,99978576758472
7,99973578886716
7,99975573960876
7,99970291589145

5,60292420214936
5,70530320180077
7,91296411832031
7,99970237224735
7,99978531035643
7,99972924199185
7,99972260438068
7,99973823605991
7,99971593530519

5,6049541796601
5,77015733077987
7,91981097454097
7,99969150348851
7,99972840065339
7,9997550664462
7,99974011316074
7,99975229236724
7,99971547309754

5,60177894448255
5,56710729295382
7,91909581786339
7,99966808926089
7,99972880621416
7,99974640246021
7,99975818666084
7,99971871571812
7,99976020147633

5,60162337924558
5,73292966615613
7,92020431547983
7,99976086990664
7,99975465676768
7,99972290764142
7,99977963529296
7,9997126451622
7,99971961470428

5,60307169240442
5,59981049624413
7,90746610445633
7,99970479901477
7,99973740575935
7,99977112130425
7,99974122022005
7,99970203742083
7,99975231650778

5,6026109474736
5,42488026255663
7,9158440130718
7,99974471488414
7,99972906011073
7,99967891374296
7,99973116091014
7,99976688999698
7,99969921200025

5,60392681320009
5,64181825513905
7,90864503088666
7,99972574067673
7,99973255439726
7,99974281365692
7,99973111590667
7,99975349107359
7,99969491512225

7,23385269630422
6,52478400941746
7,99967194597828
7,99996659577043
7,99996466885083
7,99996822651946
7,99996506741592
7,99996852408285
7,99997149279807

7,17065928299154
6,49697828448044
7,99968236605477
7,99997024565999
7,99997135854662
7,99996815388666
7,99996840715215
7,9999738669301
7,99996928358505

7,23397375536489
6,65493005167669
7,99968338167577
7,99996450267811
7,9999668865015
7,99996930597949
7,99997030940615
7,99996848626304
7,99997198913121

7,23260674081786
6,67427667663263
7,99971943020283
7,99996728283944
7,99996564575095
7,99997060443618
7,99996832778256
7,99996818191138
7,99996383469324

7,2282029058279
6,69825845490463
7,99967692928374
7,99997316907879
7,99996940493361
7,99996741062725
7,99996880003953
7,99996611096311
7,99996632512582

7,22287221973668
6,37598319440614
7,99967715292836
7,99997079473057
7,99996893128905
7,99996763484432
7,99996638367849
7,99996943409853
7,99996379789012

7,22747813781366
6,7123999206669
7,99971352490181
7,99996898572122
7,99996810267249
7,99996658375513
7,9999669945977
7,99997011186813
7,99997035978149

7,06303551554835
6,50119687567253
7,99971818480264
7,99996847934853
7,99997267999758
7,99996776305135
7,9999667713188
7,99997071783797
7,99996724924068

7,23247672710273
6,44132636375129
7,99969362204143
7,99996706951364
7,99996912055981
7,99997153729822
7,99997370709579
7,9999760673743
7,99996906758113

7,22788885088994
6,53289155821825
7,99964062123357
7,99996643180609
7,99996476204116
7,99996733640638
7,9999675813903
7,99996958812784
7,99996904106752

6,85828397938823
6,06587493580967
7,95310014143544
7,99732358847119
7,99754542309515
7,99749305788989
7,99762615611888
7,99744522358341
7,99727208346791

6,87500061714977
6,04897628606049
7,95215769165363
7,99856115230911
7,99874818699024
7,99863994795197
7,99866990778647
7,9986744688292
7,99873478827393

6,88032487823791
6,04067429889894
7,95108683590745
7,99893678159285
7,99903608369076
7,9989862760994
7,99894464560513
7,99911618810917
7,99902230496988

6,87439171313542
6,02894771622849
7,95071058309101
7,99919332520939
7,99929916039023
7,99927944098189
7,99907942864399
7,9993273562854
7,99926397018735

6,86894686757016
6,02565383945788
7,94985189176075
7,999301070366
7,99939375347781
7,99941455542001
7,99922921785763
7,99941747014621
7,9994061952579

6,87573385658587
6,05961057646674
7,95353524520532
7,99940902763396
7,99953135149355
7,99949180955958
7,99937913179457
7,9995142823858
7,99949096793198

6,87286549992373
6,05130230072802
7,95303101860111
7,99948185849876
7,99959889208864
7,99952887867349
7,99943868247219
7,99955423962174
7,99955912254124

6,87320006758666
6,047038872589
7,95259145698647
7,99951538504055
7,99960946450423
7,99955243521016
7,9995082381381
7,9996033277779
7,99959645134903

6,86895409169873
6,03851273996638
7,95176450132505
7,99954486696141
7,99963635128425
7,99959165075732
7,99956589160803
7,99966738049155
7,99962273990329

6,86818943328472
6,03810543014294
7,95208995816515
7,99959151121543
7,99966347702683
7,99961588800469
7,99960334155127
7,99967630243537
7,9996579854987

6,85955909990509
6,03324989591898
7,95216501805242
7,99960732888875
7,99970209704436
7,99964603040534
7,99962672923491
7,99969263384271
7,99964370584354

6,85341445608692
6,02600447782648
7,95173459730132
7,99962356799225
7,99970983418626
7,99967737228874
7,99966406453775
7,99971162916175
7,99966729846435

6,85141693336439
6,02207137790711
7,95144880934353
7,99965587682596
7,99971293448385
7,99968587664885
7,99966760213336
7,99972455804395
7,99968319555313

6,85350302251645
6,02212533356724
7,95145783984763
7,99967002329188
7,99973545647961
7,99970220292341
7,99968317002264
7,9997471363964
7,99969894965743

6,85165374358196
6,01784230792251
7,95119301338142
7,99968035983449
7,99974898819363
7,99971437218601
7,99970257448895
7,99975051410958
7,99971975357359

6,84666466858692
6,01505509628071
7,95093230403871
7,99969310985844
7,99976298668071
7,99973387312042
7,99971792115375
7,99975893334408
7,99972966462943

6,84337919244414
6,0113757222868
7,95062027119348
7,9997022280621
7,99976280084707
7,99974447492832
7,99971552399887
7,99977072752552
7,99973919816719

6,84093944768766
6,00785892384497
7,95034833486237
7,99971286186819
7,99977005758991
7,99975170123423
7,99972782099194
7,99977027357812
7,99974547287458

6,83930860907044
6,00463490442753
7,94998327976105
7,99972052459616
7,99977836646297
7,99976440677536
7,99973403938207
7,99977210837898
7,99974555732916

6,8391899055038
6,00261255337135
7,94971421239754
7,99973375938586
7,99978776552733
7,9997830025743
7,99973460743641
7,99977684598651
7,99975971076247

6,84040251989254
6,00125645573159
7,94946376456102
7,99974058821828
7,99978973263858
7,99977673293625
7,99974370737492
7,99978236819762
7,99976657821455

6,83800142842194
5,9984074422056
7,94914381472745
7,99974432748657
7,99979017210201
7,9997734748255
7,99975073689823
7,99978537495896
7,99977361532114

